"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Mods/PYModMenu/GiucaColorWheel/Thumb.Thumb","0","9","2","1","2.197161","0","31"
"/Game/Mods/PYModMenu/GiucaColorWheel/colorbar.colorbar","0","9","2","1","2.114879","0","43"
"/Game/Mods/PYModMenu/GiucaColorWheel/color.color","0","29","2","1","9.912559","0","215"
