"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Hospital/Materials/Instance/Inst_Tile_06.Inst_Tile_06","0","12","2","1","5.704511","0","42"
