"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Mods/PYInsanityMod/Mats/ElectricPuddleMat.ElectricPuddleMat","0","24","4","1","10.042721","0","104"
